"Tpeak,v","TTP,t,v","dT/dtMax,v","dT/dtMax,v","Tdur,v","Trest,v","Dlambda,v"
32.0689,116.0,0.73964,-0.19465,545.0,0.598233,14.1462
36.1168,146.0,0.88371,-0.1876,515.0,0.246077,19.2426
37.0518,191.0,0.86612,-0.1032,732.0,1.32814,20.8078
36.9601,51.0,1.8959,-0.51665,283.0,0.0628608,17.6769
33.9394,50.0,1.8715,-0.3053,298.0,0.0351046,15.0875
44.2362,53.0,2.17015,-0.31715,382.0,0.413025,32.8842
23.457,49.0,1.26103,-0.40805,171.0,0.00127959,7.73545
27.9902,109.0,0.59171,-0.17065,589.0,1.76388,10.4598
28.5383,110.0,0.762675,-0.21185,326.0,0.00127098,11.242
31.4447,200.0,0.73784,-0.13105,644.0,0.82931,13.5631
32.5907,161.0,0.6216,-0.5169,345.0,0.0815271,14.8432
16.4943,59.0,0.63669,-0.28435,275.0,0.00638904,4.82827
40.8076,59.0,1.5634,-0.5438,564.0,0.702675,23.7566
37.5807,64.0,1.46705,-0.57485,301.0,0.00555449,19.3532
33.6623,92.0,1.11461,-0.4043,269.0,0.00192504,15.7223
27.7996,86.0,0.7021,-0.25625,361.0,0.0115424,10.5528
31.6416,51.0,1.4893,-0.36675,282.0,0.0460974,12.948
22.6761,79.0,0.625995,-0.15705,339.0,0.0876019,7.6444
41.8434,56.0,2.24565,-0.2532,347.0,0.000166831,27.6759
34.0759,135.0,0.833675,-0.23355,640.0,1.77422,16.0915
24.4744,61.0,1.1632,-0.2958,199.0,0.00274186,8.50826
22.4859,96.0,0.61446,-0.10575,540.0,0.532606,7.49442
27.553,58.0,1.43623,-0.1594,361.0,0.0430501,10.4222
19.2765,67.0,0.70259,-0.26415,235.0,0.00104286,6.01818
26.8786,60.0,1.00631,-0.2674,363.0,0.0470463,9.76415
35.469,108.0,1.13061,-0.57965,471.0,0.232121,18.1609
41.661,44.0,2.6941,-0.25175,617.0,0.551442,25.5228
32.3989,171.0,0.908525,-0.1325,570.0,0.0717341,14.6396
34.5199,96.0,0.90505,-0.1857,442.0,0.791154,16.6066
18.9162,80.0,0.52048,-0.1683,331.0,0.000767033,5.87818
33.5062,115.0,0.74195,-0.31365,407.0,0.338683,15.6844
36.8618,102.0,1.6057,-0.1933,722.0,1.64227,19.857
18.1803,72.0,0.731645,-0.1823,237.0,0.000157738,5.60909
37.5057,51.0,1.9223,-0.378,606.0,0.445969,18.9622
28.0004,91.0,0.871665,-0.16555,443.0,0.174565,10.8029
43.9529,37.0,3.23425,-0.2796,584.0,0.903597,26.2271
17.5573,123.0,0.461875,-0.09545,406.0,0.00260341,5.39459
35.5228,44.0,1.97115,-1.24205,199.0,0.0006045,14.4965
39.184,113.0,1.29357,-0.19705,615.0,0.929245,25.1066
26.0503,76.0,0.68083,-0.4276,298.0,0.0102916,9.38971
29.7467,85.0,1.09553,-0.12815,547.0,0.322379,12.1404
34.8891,187.0,0.64655,-0.13195,625.0,0.415455,17.5052
17.3339,138.0,0.37502,-0.16385,442.0,0.132196,5.27718
26.4148,81.0,0.93544,-0.2065,342.0,0.0200679,9.7478
38.1881,80.0,1.56725,-0.2201,545.0,0.674015,22.2529
34.9256,137.0,1.23751,-0.2007,425.0,0.0344068,17.5265
25.3527,78.0,0.979245,-0.1955,491.0,0.201148,9.14366
40.9048,42.0,2.57795,-0.69955,281.0,0.0379145,21.1148
28.7901,65.0,1.17495,-0.2324,290.0,0.0192399,11.1669
36.3959,221.0,0.844725,-0.15815,654.0,0.514503,19.8055
28.5236,167.0,0.6131,-0.19565,403.0,0.00598944,11.3047
32.7075,147.0,0.67431,-0.18175,712.0,0.710787,14.7564
35.5,110.0,1.32208,-0.24795,323.0,0.0223625,18.1235
37.7459,179.0,1.34773,-0.2577,514.0,0.722099,22.0938
41.228,53.0,2.0705,-0.287,327.0,0.00279053,23.5646
39.1184,71.0,1.601,-0.43735,275.0,0.00053718,22.7046
28.7031,182.0,0.73052,-0.18775,430.0,0.0282842,11.4381
37.8192,74.0,1.463,-0.1704,388.0,0.0992713,21.2823
31.1089,127.0,0.77312,-0.22775,461.0,0.350742,13.3288
40.5135,49.0,2.36685,-0.4651,665.0,0.551209,22.5569
42.7732,42.0,2.6956,-0.3591,432.0,0.220628,23.4381
36.5285,64.0,1.62665,-0.1666,529.0,0.308197,18.6728
38.3175,76.0,1.15425,-0.449,299.0,0.00039685,20.7757
45.575,46.0,2.8057,-0.3917,405.0,0.0630067,35.0507
21.3382,77.0,0.68041,-0.1921,274.0,0.00239096,6.99734
34.3049,62.0,1.5905,-0.12935,581.0,1.45877,15.9905
37.6853,125.0,0.828615,-0.5143,388.0,0.0312633,21.21
31.9642,72.0,1.0237,-0.54795,369.0,0.0551741,13.5124
14.2092,76.0,0.440635,-0.1229,258.0,0.00618295,4.0828
28.6828,101.0,0.7984,-0.26795,334.0,0.0871669,11.3278
30.9083,75.0,0.9563,-0.2589,480.0,0.220007,12.7041
29.7168,119.0,1.02119,-0.15505,424.0,0.00841889,12.1586
20.7195,81.0,0.627645,-0.1935,263.0,4.73612e-05,6.70364
37.9905,56.0,1.65412,-0.77955,471.0,0.134134,19.0125
38.9958,69.0,1.50643,-0.2903,506.0,0.320945,22.4138
39.6288,90.0,1.2759,-0.3143,415.0,0.386039,25.4299
38.6745,58.0,1.89215,-0.1102,573.0,0.324831,21.671
33.1053,81.0,0.926905,-0.6463,278.0,0.000277476,14.4714
37.7761,68.0,1.55098,-0.5043,299.0,0.00443466,20.2779
44.5399,43.0,2.484,-0.23585,378.0,0.745245,28.6299
32.7297,68.0,1.3063,-0.26055,318.0,0.0323047,14.6157
28.5238,135.0,0.708155,-0.18015,384.0,0.0873365,11.2719
38.3803,82.0,1.52665,-0.1559,594.0,1.04265,22.2183
41.6505,46.0,2.39565,-0.1892,409.0,0.122914,24.4868
38.6449,83.0,1.6921,-0.13595,653.0,0.426762,22.6495
34.3433,88.0,0.91735,-0.3104,415.0,0.021261,16.1789
34.3028,98.0,1.41899,-0.127,576.0,0.224894,16.5264
37.8823,71.0,1.91975,-0.22835,513.0,0.0851018,21.2728
31.3708,118.0,0.8113,-0.3043,618.0,0.523983,13.5716
32.4873,123.0,0.68811,-0.2547,405.0,0.0924284,14.5704
38.7568,90.0,1.40334,-0.36835,535.0,0.798138,22.8175
34.0109,156.0,0.80512,-0.2439,398.0,0.0250784,16.3706
39.7272,183.0,1.35948,-0.24005,472.0,0.00895224,27.4823
39.0615,95.0,1.43109,-0.32825,438.0,0.113632,23.8986
30.3292,202.0,0.66446,-0.154,551.0,0.375092,12.6718
34.679,81.0,1.21925,-0.1854,409.0,0.124727,16.761
22.8933,68.0,0.76918,-0.2793,235.0,0.0227082,7.66587
34.0371,74.0,1.09043,-0.53845,303.0,0.0737771,15.5175
37.5611,214.0,0.82133,-0.1758,695.0,1.23829,21.8406
36.3009,101.0,0.9689,-0.38585,535.0,0.489612,18.7811
42.8017,40.0,3.0457,-0.9532,474.0,0.0467068,23.494
35.8154,64.0,1.6407,-0.4829,364.0,0.0108495,17.4534
38.1487,67.0,1.75722,-0.4652,314.0,0.00413998,20.9146
40.1021,61.0,1.7036,-0.6751,237.0,0.000497415,22.5675
33.5525,82.0,1.1039,-0.22205,636.0,1.09319,15.4304
27.4847,151.0,0.579165,-0.1444,489.0,0.194082,10.5231
17.8316,69.0,0.821045,-0.09685,331.0,0.000697034,5.47636
16.3517,88.0,0.475725,-0.13505,285.0,0.0013499,4.89182
35.9749,58.0,1.653,-0.42635,248.0,0.00134194,17.1361
36.4682,42.0,2.17359,-0.37165,383.0,0.0394252,16.8131
40.9676,47.0,1.94245,-0.98985,678.0,1.40644,21.732
23.7275,90.0,0.752315,-0.12225,432.0,0.156093,8.21495
30.2349,90.0,0.8344,-0.14505,362.0,0.221553,12.4205
40.0074,61.0,1.59735,-0.1552,553.0,0.452659,22.8663
29.663,52.0,1.46779,-0.34635,446.0,0.0932755,11.5791
30.7011,116.0,0.745035,-0.23465,437.0,0.0921809,12.9445
20.2518,80.0,0.620865,-0.19935,255.0,0.00112375,6.52
39.7694,49.0,2.2711,-1.15035,243.0,0.025621,20.2747
32.3446,102.0,1.15255,-0.23985,307.0,0.0128252,14.4194
38.2914,59.0,1.8312,-0.14715,488.0,0.298602,21.7482
28.6002,62.0,1.05625,-0.28915,283.0,0.00209707,10.8153
27.06,99.0,0.579225,-0.2456,465.0,0.518371,10.0549
39.7172,90.0,1.47816,-0.5484,438.0,0.107664,25.4569
34.5241,75.0,1.41773,-0.50555,368.0,0.0422219,16.3804
32.2512,91.0,1.04925,-0.20265,566.0,0.768161,14.253
39.5273,63.0,1.7124,-0.80055,269.0,0.00307016,22.0453
40.857,63.0,1.7579,-0.35105,537.0,0.109466,27.0804
37.6173,92.0,1.1271,-0.1508,619.0,1.38392,21.2387
38.5298,82.0,1.19875,-0.1151,672.0,1.93627,22.3864
38.7296,117.0,0.9825,-0.2417,560.0,0.169753,24.0826
41.7991,42.0,2.47465,-1.1977,348.0,0.0187782,21.7704
40.7812,41.0,2.57135,-0.9387,286.0,0.00157559,20.2681
43.2334,62.0,1.77645,-0.16605,704.0,1.55839,32.3639
27.7387,70.0,1.11232,-0.24645,347.0,0.0534829,10.5477
40.8784,49.0,2.07785,-0.3102,328.0,0.0191125,22.5069
32.3989,80.0,1.50345,-0.25925,314.0,0.0304351,14.3348
41.2927,75.0,1.45415,-0.1718,573.0,1.12041,27.9631
30.1818,122.0,0.91894,-0.2146,344.0,0.00850152,12.5435
31.2664,62.0,1.35907,-0.29015,304.0,0.0188829,13.0086
37.9475,105.0,1.22004,-0.18075,585.0,1.01504,21.7683
38.3283,46.0,2.2126,-1.03685,346.0,0.00840431,18.2414
30.5721,98.0,0.736245,-0.38035,282.0,0.015899,12.7146
35.2214,96.0,1.27952,-0.3748,267.0,0.000985112,17.4
36.2138,79.0,1.26839,-0.37445,327.0,0.00267316,18.3479
40.9481,57.0,1.75015,-0.5602,371.0,0.251819,23.2878
35.08,85.0,1.47708,-0.22055,680.0,1.2272,17.0896
46.4826,45.0,2.76115,-0.9093,262.0,0.00172305,31.2013
38.3125,102.0,1.09241,-0.21605,489.0,0.0992188,23.0784
36.331,140.0,0.909295,-0.331,491.0,0.129463,19.4051
24.516,80.0,0.734675,-0.23465,293.0,0.0890627,8.63097
39.5203,84.0,1.2751,-0.16935,669.0,1.90881,24.2473
27.556,62.0,1.17749,-0.1747,322.0,0.0233951,10.355
38.6399,85.0,1.89239,-0.24465,519.0,0.0320539,22.886
23.1437,88.0,0.62551,-0.31685,216.0,0.00110076,7.90545
33.6027,80.0,0.94665,-0.49575,276.0,0.00175022,15.1398
36.2239,130.0,0.8435,-0.17895,604.0,1.79344,19.1303
38.0163,125.0,0.900735,-0.3133,409.0,0.043352,22.4023
30.4414,63.0,1.24513,-0.4284,214.0,0.00339101,12.2056
44.0308,51.0,2.4643,-0.5431,677.0,0.686224,31.9026
22.4646,63.0,1.00149,-0.28125,259.0,0.000417656,7.47
35.0775,126.0,1.3589,-0.1818,457.0,0.189504,17.6768
29.609,112.0,1.00551,-0.16705,485.0,0.433803,12.048
35.8871,84.0,1.24785,-0.30485,464.0,0.160623,18.1964
34.8641,60.0,1.52915,-0.16275,340.0,0.00931578,16.4568
41.5041,38.0,2.9318,-0.2466,450.0,0.200281,23.4736
35.0958,99.0,1.12599,-0.1865,677.0,1.4179,17.1979
40.1756,112.0,1.45525,-0.21705,593.0,0.181519,28.2737
35.4047,79.0,1.00555,-0.24195,456.0,0.295385,17.2675
32.0953,77.0,1.11475,-0.18195,633.0,1.57927,13.8418
40.0462,72.0,1.67887,-0.14405,567.0,0.820742,26.0151
21.3772,127.0,0.43549,-0.1623,331.0,0.00834342,7.07376
41.003,79.0,1.526,-0.2006,536.0,0.312551,29.0003
25.8214,84.0,0.79129,-0.25755,244.0,1.71876e-05,9.37473
25.4882,96.0,0.669705,-0.15645,380.0,0.0445097,9.22964
32.6636,83.0,1.03064,-0.29225,317.0,0.171447,14.548
30.0801,94.0,0.98558,-0.2582,475.0,0.352927,12.2772
31.2603,207.0,0.99064,-0.1326,698.0,0.412178,13.4796
35.3483,143.0,0.89774,-0.13025,659.0,1.422,17.9296
41.3774,64.0,1.72065,-0.55875,373.0,0.0894602,25.7589
33.5199,83.0,1.0261,-0.2899,309.0,5.95793e-05,15.2118
34.8119,83.0,1.1074,-0.219,524.0,0.325293,16.7121
37.7588,192.0,1.23906,-0.20055,685.0,1.45798,22.2219
12.1773,82.0,0.3582,-0.089585,308.0,0.00276508,3.39639
37.0514,160.0,0.86837,-0.21235,445.0,0.0231517,20.871
40.7087,54.0,2.22407,-0.3838,358.0,0.0667261,25.7059
28.7613,63.0,1.18262,-0.2572,294.0,0.00122578,11.0014
36.0098,155.0,0.913805,-0.2662,678.0,1.32234,18.9109
35.2421,72.0,1.16155,-0.1444,567.0,0.60324,17.2529
38.4756,98.0,0.9323,-0.0907,713.0,1.39698,22.2315
40.5093,66.0,1.99394,-0.14935,669.0,1.08803,26.0005
38.6379,36.0,2.4998,-0.51425,449.0,0.669641,17.6487
34.8662,80.0,1.49713,-0.5157,285.0,0.010353,16.7035
35.4656,67.0,1.38537,-0.337,271.0,0.0128067,17.2164
35.3347,67.0,1.33585,-0.1199,730.0,1.04483,17.2785
36.7334,191.0,0.950255,-0.1009,757.0,0.846027,20.3239
21.7574,117.0,0.4871,-0.17035,336.0,0.00409105,7.25552
38.0049,92.0,1.44224,-0.25045,581.0,1.00957,21.4505
22.3301,63.0,0.915595,-0.2499,230.0,0.000824184,7.38273
39.5663,66.0,1.57908,-0.4055,474.0,0.123228,23.1495
36.2485,40.0,2.3496,-0.5296,250.0,0.00692098,15.7625
22.6556,75.0,0.714125,-0.25215,337.0,0.00293082,7.52825
42.4164,51.0,1.9412,-0.19845,565.0,0.906025,26.2177
13.8126,76.0,0.438965,-0.141195,229.0,9.64551e-05,3.95727
18.3661,112.0,0.582415,-0.1422,307.0,0.0075953,5.73556
22.6256,97.0,0.51736,-0.1699,322.0,0.000533703,7.63727
29.2664,91.0,0.774795,-0.2488,278.0,0.000894013,11.7298
22.2267,46.0,1.29087,-0.40755,187.0,0.00158705,7.01455
43.8311,49.0,2.28475,-0.3263,562.0,0.711621,28.9891
27.7953,178.0,0.36239,-0.15785,523.0,0.48081,10.6761
37.8603,105.0,1.07632,-0.3235,346.0,0.0484592,21.431
37.2635,107.0,1.03256,-0.13915,631.0,0.969115,20.6675
18.6481,126.0,0.54451,-0.358375,273.0,0.00516044,5.85642
37.1363,85.0,1.26107,-0.15715,447.0,0.292494,20.2632
40.5066,76.0,1.29415,-0.3256,636.0,1.44405,25.3079
24.7581,76.0,1.16826,-0.37965,336.0,0.0133346,8.82668
37.8174,70.0,1.3753,-0.1689,633.0,1.54285,20.8093
16.8682,55.0,0.79881,-0.23315,209.0,5.38027e-05,4.98364
36.3854,115.0,1.29645,-0.1352,647.0,1.35924,19.2975
34.6424,98.0,1.17252,-0.15505,551.0,0.261817,16.9237
36.505,86.0,1.0463,-0.4718,527.0,0.694667,18.5362
37.7352,123.0,1.49428,-0.26255,533.0,0.733147,21.6904
34.9621,141.0,0.829215,-0.1871,461.0,0.00794338,17.5264
39.195,94.0,1.34392,-0.16795,502.0,0.0223874,24.6918
38.5092,59.0,1.7941,-0.1698,532.0,0.981151,21.2927
29.2723,90.0,0.70883,-0.4265,243.0,0.000107894,11.588
38.6606,81.0,1.2321,-0.4083,635.0,1.60234,21.7353
19.4934,56.0,0.838315,-0.461,121.0,9.33939e-07,5.91909
30.3181,124.0,0.76727,-0.1408,568.0,0.175563,12.6508
41.5551,89.0,1.29476,-0.6092,616.0,0.234105,28.7428
34.1217,65.0,1.78732,-0.2618,592.0,0.774872,15.8566
38.2319,88.0,1.52061,-0.1871,531.0,0.0705673,22.4092
34.0736,100.0,1.13467,-0.45255,387.0,0.00942216,16.1256
40.2386,74.0,1.3791,-0.44765,430.0,0.0698681,24.257
23.3395,95.0,0.6258,-0.13925,301.0,0.0083083,8.03015
37.784,61.0,1.7481,-0.3838,424.0,0.0960009,20.0119
43.7785,52.0,2.88475,-0.2706,379.0,0.058386,33.4597
23.1257,89.0,0.745105,-0.1793,308.0,0.00664847,7.9156
31.6799,131.0,0.892295,-0.4795,624.0,0.687703,13.8173
35.4253,132.0,1.34876,-0.19315,655.0,0.820876,17.9983
19.1762,61.0,0.813635,-0.1764,248.0,0.00056375,5.95364
11.6737,57.0,0.49175,-0.156255,194.0,0.000604095,3.17818
34.2953,163.0,0.679875,-0.1533,751.0,1.82224,16.4525
40.1603,51.0,2.10755,-0.53495,264.0,0.00598926,21.1704
41.5555,71.0,1.68166,-0.48525,455.0,0.23171,28.3066
29.3437,76.0,1.02322,-0.1494,438.0,0.242802,11.6759
25.1203,78.0,0.822675,-0.24165,368.0,0.0371568,8.93536
37.8681,49.0,2.06282,-0.88195,409.0,0.122419,18.4623
22.2654,117.0,0.692885,-0.16735,329.0,0.0224152,7.50859
33.9255,108.0,0.9087,-0.2628,423.0,0.12396,16.059
25.9688,115.0,0.547275,-0.23,285.0,0.000896524,9.55773
21.7645,63.0,0.74407,-0.30905,288.0,0.015484,7.05935
39.2505,48.0,2.28686,-0.85915,498.0,0.293462,20.8895
30.3185,110.0,0.78261,-0.1576,600.0,0.730067,12.4552
40.1797,66.0,1.84269,-0.4112,555.0,0.866362,24.6952
17.6479,82.0,0.539425,-0.08875,411.0,0.0186316,5.40934
33.0978,74.0,1.13971,-0.74935,201.0,0.000465237,14.6479
33.6712,210.0,0.9904,-0.2008,746.0,1.15196,15.7948
36.4137,97.0,0.94805,-0.24065,357.0,0.000631936,19.0261
34.1679,100.0,1.17119,-0.1932,409.0,0.00868218,16.3784
36.9549,66.0,1.69785,-0.46805,268.0,0.00175711,18.9582
43.9552,47.0,2.50705,-0.91315,584.0,1.24221,30.2084
34.7506,71.0,1.315,-0.20525,325.0,0.0234442,16.5903
28.7833,192.0,0.649285,-0.6274,422.0,0.0524574,11.5117
30.9376,53.0,1.73646,-0.44055,354.0,0.077689,12.5364
27.693,64.0,1.20556,-0.3517,237.0,0.0156082,10.4047
26.4339,92.0,0.747215,-0.1665,303.0,0.00692104,9.79618
29.3076,76.0,0.920035,-0.28035,439.0,0.073904,11.5774
33.3942,86.0,1.0791,-0.4697,318.0,0.0563451,15.5064
37.9555,94.0,0.9124,-0.3391,512.0,0.523754,21.1558
37.0826,164.0,0.895825,-0.1711,613.0,0.96543,20.9005
23.2693,74.0,0.77843,-0.2019,301.0,0.0620967,7.94123
41.9392,83.0,1.8213,-0.18995,611.0,0.839351,32.9339
30.4709,81.0,0.977125,-0.57695,240.0,0.0154266,12.6934
30.7399,83.0,1.32509,-0.44045,347.0,0.154244,12.9827
39.0654,80.0,1.36785,-0.1206,559.0,0.0873017,23.093
26.4818,106.0,0.627215,-0.15895,372.0,0.0495983,9.84607
32.53,47.0,1.4056,-0.417,457.0,0.111329,13.1556
40.8722,58.0,1.7866,-0.53005,281.0,0.0136999,24.1574
39.7087,63.0,1.70795,-0.4053,544.0,0.579204,22.9615
35.0285,91.0,1.33736,-0.29965,292.0,0.00198676,17.2767
23.2276,61.0,0.85815,-0.3815,275.0,0.00130257,7.68364
38.7847,62.0,2.05065,-0.36945,697.0,1.33102,21.5114
36.7024,85.0,1.62911,-0.1716,568.0,0.257039,19.8581
11.6944,116.0,0.3303,-0.09781,291.0,0.00321178,3.25367
37.434,129.0,1.06667,-0.20705,512.0,0.511038,21.2815
32.5246,64.0,1.2642,-0.32415,306.0,0.211379,14.0632
33.8178,196.0,0.892335,-0.16795,571.0,0.259719,16.1718
37.8665,69.0,1.36995,-0.5211,336.0,0.212904,20.1752
37.5481,83.0,1.29515,-0.36235,392.0,0.0421076,20.5422
39.7364,51.0,1.917,-0.9505,343.0,0.0165422,20.1995
31.617,171.0,0.576705,-0.1738,490.0,0.0496981,13.8455
34.1754,111.0,0.99277,-0.1225,603.0,0.654028,16.3486
41.2716,56.0,1.9138,-0.37695,327.0,0.167445,26.3026
43.5277,49.0,2.1534,-0.7681,380.0,0.0170741,26.7427
38.5044,67.0,2.14859,-0.3158,387.0,0.0829124,21.996
18.443,63.0,0.672665,-0.1851,226.0,0.000129791,5.65909
35.036,44.0,1.75095,-0.6149,460.0,0.342042,15.0474
33.9619,89.0,0.97015,-0.26995,460.0,1.35365,15.7795
24.5962,53.0,1.1027,-0.17535,342.0,0.0131537,8.48031
29.0399,168.0,0.861835,-0.17,515.0,0.656781,11.5508
31.7942,84.0,1.07164,-0.1834,374.0,0.0727023,13.7919
40.5499,67.0,1.8058,-0.717,372.0,0.112529,24.6016
34.2266,38.0,2.2087,-0.4313,382.0,0.149886,14.1362
29.98,125.0,0.726165,-0.3461,267.0,7.04888e-05,12.3272
36.4508,91.0,1.33525,-0.3524,489.0,0.223559,19.0721
17.2147,101.0,0.42368,-0.14285,278.0,0.00533714,5.24732
38.971,70.0,1.55465,-0.63885,280.0,0.000416395,21.7518
26.4204,102.0,0.86205,-0.192,339.0,0.0275516,9.85626
37.2878,87.0,1.12215,-0.42675,391.0,0.0012565,19.808
21.0604,61.0,0.857495,-0.2845,291.0,0.0155303,6.69843
26.1947,123.0,0.732535,-0.11525,501.0,0.155987,9.70561
34.3184,77.0,1.2558,-0.2024,278.0,0.00260394,16.3472
26.4014,187.0,0.54197,-0.14285,614.0,1.09777,9.62343
31.4664,90.0,1.2055,-0.2904,287.0,0.00280821,13.5091
31.7859,128.0,0.70467,-0.11245,595.0,1.39703,13.726
38.8612,63.0,1.99941,-0.3602,271.0,8.47749e-05,21.661
17.8304,72.0,0.531635,-0.25115,288.0,0.0030694,5.42823
36.1392,122.0,1.21293,-0.2005,719.0,0.568075,19.216
40.0859,73.0,1.85938,-0.43115,391.0,0.111735,25.079
11.6349,53.0,0.538375,-0.19167,180.0,0.000663794,3.15818
34.7695,142.0,0.856515,-0.3381,350.0,0.00918,17.1588
35.9171,86.0,1.48496,-0.39275,473.0,0.306936,18.1754
29.6769,63.0,1.2428,-0.1655,311.0,0.0117214,11.761
40.8129,74.0,1.61625,-0.60515,551.0,1.89695,25.7263
34.7189,69.0,1.2969,-0.5203,541.0,0.381543,16.1715
27.5581,130.0,0.641105,-0.2159,366.0,0.0891022,10.5747
40.5322,79.0,1.6158,-0.1605,573.0,1.44213,28.2225
36.5202,74.0,1.56068,-0.30195,394.0,0.0149383,18.7431
31.6722,99.0,1.00112,-0.15335,452.0,0.173507,13.8464
42.7874,43.0,2.42955,-0.22455,508.0,0.576855,25.2575
32.9456,149.0,1.15375,-0.224,686.0,0.794545,14.9991
17.8364,93.0,0.528215,-0.13065,332.0,0.0280755,5.49313
16.9822,48.0,0.90737,-0.42835,167.0,7.3086e-05,4.85818
30.5004,128.0,0.72827,-0.23235,569.0,0.587474,12.7274
29.431,113.0,0.94819,-0.24455,309.0,0.00942067,11.9109
19.245,50.0,0.91374,-0.4015,188.0,0.000152477,5.79182
25.5457,68.0,0.867615,-0.19685,314.0,0.0840283,9.12491
18.0664,65.0,0.69661,-0.16515,281.0,0.0750298,5.51646
36.2332,123.0,0.969705,-0.22525,559.0,0.359769,19.3136
36.5405,86.0,1.0572,-0.2932,319.0,0.000133672,18.8315
30.2702,79.0,0.875415,-0.41135,353.0,0.0637053,12.1654
37.3749,73.0,1.33545,-0.3798,595.0,1.49314,19.674
28.9099,110.0,0.68382,-0.1359,413.0,0.000930864,11.5075
36.1375,73.0,1.81259,-0.34405,466.0,0.239896,18.3615
40.8186,64.0,1.8357,-0.1986,490.0,0.691134,27.3062
32.6182,76.0,1.06335,-0.40245,374.0,0.00418193,14.1754
38.5647,63.0,2.06208,-0.30205,330.0,0.0496971,21.5695
34.0019,145.0,1.23108,-0.22095,409.0,0.0128629,16.3724
30.5543,89.0,1.00171,-0.19,449.0,0.359983,12.6685
30.8288,95.0,1.00231,-0.24145,488.0,0.180195,12.9787
41.8215,57.0,2.2034,-0.7595,245.0,0.000160593,25.3682
38.5741,90.0,1.26935,-0.3373,512.0,0.376633,23.0817
31.9528,66.0,1.4566,-0.21555,604.0,1.33316,13.4912
33.1064,109.0,0.797845,-0.32515,361.0,0.0426251,15.1242
26.765,92.0,0.634145,-0.3788,211.0,0.0016623,9.93427
25.6162,71.0,1.0223,-0.2139,306.0,0.00597297,9.20417
38.2415,160.0,1.02036,-0.1025,753.0,0.505764,23.4862
34.9773,140.0,1.02783,-0.12395,607.0,1.08128,17.4899
28.4081,94.0,0.73004,-0.36215,314.0,0.0197834,11.0863
34.9406,99.0,0.84015,-0.32205,445.0,0.921342,17.0919
22.3555,99.0,0.46691,-0.2219,324.0,0.126509,7.4714
30.8649,84.0,1.09965,-0.1449,429.0,0.258413,13.0679
38.4228,83.0,1.30031,-0.2226,377.0,0.016306,22.0341
36.6576,108.0,1.23389,-0.152,519.0,0.75382,19.9474
37.9081,63.0,1.31825,-0.7788,253.0,0.13404,19.3206
30.7718,95.0,0.845985,-0.18975,552.0,0.364739,12.9121
39.8864,66.0,1.5148,-0.1782,719.0,1.61412,23.7172
40.0147,55.0,1.89695,-0.1973,580.0,0.900934,23.5937
31.0613,108.0,0.65951,-0.27535,283.0,1.71878e-05,13.2064
26.8915,79.0,0.9502,-0.30185,255.0,0.000226374,10.0076
28.4683,93.0,0.80193,-0.22675,375.0,0.108164,11.1534
45.4214,42.0,2.8488,-0.86145,508.0,0.427331,31.7042
43.7464,40.0,2.49795,-0.2793,541.0,1.83817,25.6749
36.8147,49.0,1.8875,-0.66525,269.0,0.011361,17.6018
40.5097,115.0,1.20708,-0.1434,606.0,0.104084,28.9958
37.4998,161.0,1.2097,-0.1981,604.0,0.634936,21.6536
28.5955,75.0,0.896555,-0.3196,263.0,0.0249155,10.9873
38.248,56.0,1.98385,-0.4594,286.0,0.00337001,20.4166
10.3591,78.0,0.333275,-0.080155,287.0,0.00682961,2.81005
40.0894,103.0,1.41939,-0.22875,728.0,1.85237,26.5738
14.2489,72.0,0.4984,-0.12505,270.0,0.018016,4.09746
40.1162,58.0,1.8854,-0.12915,644.0,1.33255,24.4914
40.0645,73.0,1.51925,-0.4967,306.0,0.0196386,24.17
31.9768,69.0,1.1267,-0.4589,406.0,0.2273,13.4006
33.0366,67.0,1.3665,-0.18815,405.0,0.152391,14.9317
36.3035,132.0,0.784955,-0.11415,585.0,0.26729,19.4132
14.0072,67.0,0.46946,-0.15995,325.0,0.0732476,3.97527
36.5517,48.0,1.6686,-0.6862,317.0,0.20186,16.3932
35.1827,71.0,1.80501,-0.37695,277.0,0.00933454,17.0855
41.3871,50.0,2.44045,-0.30995,311.0,0.00111317,23.6186
34.1386,167.0,0.883915,-0.13585,638.0,0.678029,16.4826
24.0717,60.0,1.03262,-0.27585,283.0,0.00490716,8.19462
36.8307,98.0,1.19619,-0.3459,475.0,0.110929,20.0258
33.3529,76.0,1.34962,-0.2596,430.0,0.118794,15.2703
39.3522,54.0,2.37265,-0.24025,471.0,0.124356,21.94
43.3549,36.0,2.93145,-1.0495,326.0,0.0286256,22.1573
42.7219,50.0,1.9993,-0.18005,658.0,1.55607,28.1362
37.0607,135.0,0.88034,-0.3584,364.0,0.072395,20.5039
24.6633,68.0,0.77593,-0.23115,453.0,0.215303,8.50001
28.1856,60.0,1.14114,-0.3801,250.0,0.0170198,10.6808
24.0893,154.0,0.727905,-0.13985,459.0,0.105822,8.46776
13.9688,62.0,0.54572,-0.162175,224.0,0.00931459,3.97284
42.2054,60.0,2.09585,-0.24905,427.0,0.0541553,28.7428
30.8752,55.0,1.44646,-0.14015,614.0,1.12866,12.4643
36.6849,58.0,1.78627,-0.5242,475.0,0.0793959,18.1291
24.3817,80.0,0.748485,-0.1345,377.0,0.0900847,8.53732
